customer_id,age,gender,education_level,employment_type,join_date,annual_income,loan_amount,credit_score,transaction_count,spending_ratio,default_flag,repayment_history,inflation_rate,unemployment_rate,avg_interest_rate,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,region_East,region_North,region_South,region_West,purpose_Business,purpose_Car,purpose_Education,purpose_Home,purpose_Other,income_band,credit_score_above_700,transaction_count_qbin,transaction_count_kmeans_bin,spending_ratio_log,spending_ratio_sqrt,spending_ratio_reciprocal,loan_amount_boxcox,annual_income_yeojohnson,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
CUST100163,50.0,Female,Graduate,Salaried,2025-01-19,190617.4665917965,54956.27550812226,526.5819592414297,45,43.09981438712268,1,0,7.2,8.56,11.89,2025,1,19,Sunday,2.0,0,False,False,True,False,False,True,False,False,False,Low,0.0,Q2,2,3.78645557353516,6.565044888431661,0.0226758324019614,-1.2649278087965388,-1.07700627181472,0.2883066095186861,7.5,0.43099814387122676
CUST100164,31.0,Male,Primary,Salaried,2017-04-25,96179.77028340824,47656.753861303405,480.9067565952216,47,15.648107949933966,1,2,7.2,8.56,11.89,2017,4,25,Tuesday,0.0,1,False,False,True,False,False,False,True,False,False,Low,0.0,Q3,1,2.8122965733287177,3.955768945468626,0.06006688585918056,-1.4258855297216262,-2.490168827151534,0.4954966488366064,7.833333333333333,0.15648107949933965
CUST100165,48.0,,Graduate,,2019-12-02,702529.2845892486,584411.6028097632,637.8188933266005,32,45.12145619622177,0,0,4.93,3.44,11.79,2019,12,2,Monday,2.0,3,False,True,False,False,False,False,True,False,False,High,0.0,Q1,0,3.831278268974866,6.717250642652973,0.02168188263062516,1.615469395927689,1.0384874010037701,0.8318679599975026,5.333333333333333,0.4512145619622177
CUST100166,45.0,Male,Post-Graduate,Salaried,2015-06-28,398058.8199122643,107225.7004997762,779.4580768561461,43,31.560439015553293,0,0,4.93,3.44,11.79,2015,6,28,Sunday,3.0,1,False,True,False,False,False,False,True,False,False,Medium,1.0,Q2,2,3.483098024322105,5.617867835358295,0.030712116612504073,-0.4914331852116121,0.2000512931983788,0.26937149771837665,7.166666666666667,0.31560439015553293
CUST100167,59.0,Male,Secondary,Salaried,2019-05-24,363569.8850182536,78310.05081617687,675.6812006564728,39,8.449791773357745,0,1,7.12,7.52,10.17,2019,5,24,Friday,1.0,1,False,False,False,True,False,False,True,False,False,Medium,0.0,Q1,0,2.2459927066975687,2.9068525544577843,0.1058224375715186,-0.8589617383535931,0.05509351242432074,0.21539201689448287,6.5,0.08449791773357745
CUST100168,53.0,Female,Primary,Self-Employed,2020-03-17,460040.3461840079,325332.0061958167,596.5357410628444,46,8.11410976090667,0,1,4.65,3.95,7.17,2020,3,17,Tuesday,0.0,0,True,False,False,False,False,False,False,False,True,Medium,0.0,Q3,2,2.209823735879407,2.8485276479098234,0.10971998650809754,0.8633568101256507,0.42490653291412595,0.7071814654832246,7.666666666666667,0.0811410976090667
CUST100169,21.0,Female,Primary,Salaried,2025-12-13,220347.58869090164,110283.004310169,736.5495612550285,42,7.409267925674714,0,2,7.12,7.52,10.17,2025,12,13,Saturday,0.0,0,False,False,False,True,True,False,False,False,False,Low,1.0,Q2,2,2.1293344221192245,2.721997047330271,0.11891641565454884,-0.45821577951457043,-0.8069779113078733,0.5004956258671447,7.0,0.07409267925674713
CUST100170,47.0,,Secondary,Salaried,2016-05-07,198662.49760895103,164776.25592763178,722.5778894299647,40,30.145493306989863,0,1,7.12,7.52,10.17,2016,5,7,Saturday,1.0,3,False,False,False,True,True,False,False,False,False,Low,1.0,Q1,2,3.438669557623532,5.490491171743186,0.03210737393507824,0.02236542901702154,-0.9990032639285756,0.8294280899054173,6.666666666666667,0.3014549330698986
CUST100171,33.0,Female,Secondary,Self-Employed,2024-08-05,305525.7016349682,66388.1825204256,751.7263262391509,41,18.69679160827868,0,0,7.12,7.52,10.17,2024,8,5,Monday,1.0,0,False,False,False,True,False,True,False,False,False,Medium,1.0,Q1,2,2.980455759956477,4.323978678055511,0.0507696897996166,-1.049360216426135,-0.23235568527601758,0.21729164572787385,6.833333333333333,0.1869679160827868
CUST100172,61.0,Female,Primary,Self-Employed,2022-03-04,823121.4915018678,507653.85371641314,704.7118211474166,48,14.439196442417987,0,0,7.12,7.52,10.17,2022,3,4,Friday,0.0,0,False,False,False,True,False,False,False,True,False,High,1.0,Q3,1,2.7369094993574548,3.799894267268234,0.06477021027160312,1.4322608887987422,1.252101489433442,0.6167423144184314,8.0,0.14439196442417987
CUST100173,23.0,Female,Graduate,Self-Employed,2021-06-07,179648.12991834944,51433.85547435939,720.8721858488966,43,19.833461769243225,1,3,7.2,8.56,11.89,2021,6,7,Monday,2.0,0,False,False,True,False,False,True,False,False,False,Low,1.0,Q2,2,3.0365604329789178,4.453477491718491,0.0479997040854879,-1.33991283004686,-1.190237592298389,0.28630331692145206,7.166666666666667,0.19833461769243224
CUST100174,59.0,Female,Graduate,Salaried,2017-08-21,88044.66004530259,22340.734590122327,708.4886824810051,39,31.34892011942035,0,1,4.65,3.95,7.17,2017,8,21,Monday,2.0,0,True,False,False,False,False,True,False,False,False,Low,1.0,Q1,0,3.4765806392280876,5.599010637551991,0.030912932991530064,-2.2588773098059454,-2.6907467361994257,0.2537432091693818,6.5,0.3134892011942035
CUST100175,43.0,Male,Secondary,Self-Employed,2025-06-29,264913.6876435257,171331.21405504906,611.7996042066858,56,27.82359765415473,0,3,7.2,8.56,11.89,2025,6,29,Sunday,1.0,1,False,False,True,False,False,True,False,False,False,Low,0.0,Q4,3,3.361194414638777,5.274807831016664,0.034693795410228975,0.06967306822613017,-0.47744062943115734,0.6467435321258164,9.333333333333334,0.2782359765415473
CUST100176,28.0,Male,Post-Graduate,Self-Employed,2023-04-26,719002.3820782152,1111203.2373169912,519.0175408477123,50,26.476000909693138,1,1,4.65,3.95,7.17,2023,4,26,Wednesday,3.0,1,True,False,False,False,False,True,False,False,False,High,0.0,Q4,1,3.31331292946028,5.14548354478888,0.03639539841648551,2.4714582527951734,1.0702642646570368,1.5454792153889014,8.333333333333334,0.26476000909693137
CUST100177,47.0,Male,Secondary,Salaried,2018-04-07,128088.09974286857,90156.34179458304,608.3091683365559,42,44.398277110987465,1,1,4.93,3.44,11.79,2018,4,7,Saturday,1.0,1,False,True,False,False,True,False,False,False,False,Low,0.0,Q2,2,3.815474155230025,6.663203216996122,0.02202726763298196,-0.695068922231489,-1.8691728500525202,0.7038619666898649,7.0,0.44398277110987466
CUST100178,29.0,Female,Post-Graduate,,2023-04-13,178408.26699389552,62009.372269973,738.3949581601083,47,57.97696318539914,0,0,7.12,7.52,10.17,2023,4,13,Thursday,3.0,0,False,False,False,True,False,False,False,True,False,Low,1.0,Q3,1,4.077146913173759,7.614260514678962,0.016955772999983302,-1.1274744106865415,-1.2035770057058859,0.3475700611569459,7.833333333333333,0.5797696318539914
CUST100179,57.0,Female,Secondary,Self-Employed,2020-06-09,424271.1541628765,194476.2767647095,619.5191331124342,46,45.83543606443137,0,4,7.2,8.56,11.89,2020,6,9,Tuesday,1.0,0,False,False,True,False,False,True,False,False,False,Medium,0.0,Q3,2,3.84664009727071,6.770187299065763,0.021351354530452178,0.22410085032529695,0.30013033990002186,0.4583773251057521,7.666666666666667,0.4583543606443137
CUST100180,53.0,Male,Post-Graduate,Salaried,2015-09-26,1692884.1353326144,1111203.2373169912,638.3632759114115,51,20.894573545170243,0,1,4.65,3.95,7.17,2015,9,26,Saturday,3.0,1,True,False,False,False,True,False,False,False,False,Very High,0.0,Q4,1,3.0862388227935353,4.5710582522179966,0.04567341756791566,2.4714582527951734,2.125613856975225,0.656396509439002,8.5,0.20894573545170242
CUST100181,62.0,Male,Graduate,,2018-10-19,160343.3927160257,142268.1339823914,556.7372053482844,45,16.064341207399497,1,1,4.93,3.44,11.79,2018,10,19,Friday,2.0,1,False,True,False,False,False,True,False,False,False,Low,0.0,Q2,2,2.836990976714537,4.008034581612227,0.05860173491880112,-0.15476280788248156,-1.412111371463548,0.8872715711732114,7.5,0.16064341207399496
CUST100182,64.0,Female,Post-Graduate,Unemployed,2016-09-15,156661.0048514807,52293.31266881961,605.9128342272621,52,3.835273654944415,0,2,4.93,3.44,11.79,2016,9,15,Thursday,3.0,0,False,True,False,False,False,False,True,False,False,Low,0.0,Q4,1,1.5759377260511611,1.9583854714903333,0.2068135272917652,-1.3211813605395712,-1.4582265160917682,0.33379916539151033,8.666666666666666,0.03835273654944415
CUST100183,44.0,Other,Post-Graduate,Self-Employed,2020-11-17,443839.8247697424,149065.28760251694,649.272866657326,44,37.331098025968274,1,0,7.12,7.52,10.17,2020,11,17,Tuesday,3.0,2,False,False,False,True,False,True,False,False,False,Medium,0.0,Q2,2,3.646261525628863,6.109918004848205,0.026088477802606314,-0.09864741149391619,0.3699479603333123,0.3358537906774135,7.333333333333333,0.37331098025968273
CUST100184,35.0,Female,Secondary,Salaried,2025-11-29,746241.5825767772,286287.05142249505,689.4049742287002,36,8.012598877189273,0,0,4.65,3.95,7.17,2025,11,29,Saturday,1.0,0,True,False,False,False,False,True,False,False,False,High,0.0,Q1,0,2.198623473667587,2.83065343643288,0.11095578685200139,0.7026725922709057,1.1208672694576305,0.3836385670628859,6.0,0.08012598877189273
CUST100185,52.0,Male,Post-Graduate,Self-Employed,2021-03-12,249082.8304660998,137412.8365123704,613.3071226259467,52,62.82231117259841,1,3,7.2,8.56,11.89,2021,3,12,Friday,3.0,1,False,False,True,False,False,False,False,False,True,Low,0.0,Q4,1,4.156102834117899,7.926052685454369,0.01566850183935899,-0.1964118598441525,-0.5860170381067045,0.5516752650322573,8.666666666666666,0.6282231117259841
CUST100186,52.0,Male,Secondary,Salaried,2022-04-26,136921.5627703369,259901.4691208534,607.717005950584,31,21.47539730005801,0,0,7.12,7.52,10.17,2022,4,26,Tuesday,1.0,1,False,False,False,True,False,False,True,False,False,Low,0.0,Q1,0,3.1124212576233763,4.634155510992052,0.04449309556798887,0.5819629568779584,-1.730806591404963,1.898177787795154,5.166666666666667,0.2147539730005801
CUST100187,43.0,Male,Secondary,Salaried,2020-11-14,469887.94601708767,391055.7626776445,717.3740452119094,43,47.407580973304384,0,2,7.2,8.56,11.89,2020,11,14,Saturday,1.0,1,False,False,True,False,False,False,False,True,False,Medium,1.0,Q2,2,3.879656433136968,6.88531633066371,0.020657921339871866,1.0967829461768919,0.4571479047857621,0.8322319523034192,7.166666666666667,0.47407580973304386
CUST100188,61.0,Female,Secondary,Salaried,2017-03-29,523820.7572046513,163719.36673373848,676.021322115058,41,19.23948096249772,0,1,4.93,3.44,11.79,2017,3,29,Wednesday,1.0,0,False,True,False,False,False,True,False,False,False,Medium,0.0,Q1,2,3.0076351999450783,4.386283274310691,0.0494083816602277,0.014572600581352116,0.6199268103953661,0.31254845189301084,6.833333333333333,0.19239480962497718
CUST100189,32.0,Male,Graduate,Unemployed,2022-05-01,352990.4950251373,859968.9553170193,685.8937972153719,35,57.16028492785667,0,3,7.2,8.56,11.89,2022,5,1,Sunday,2.0,1,False,False,True,False,False,False,False,True,False,Medium,0.0,Q1,0,4.063202732247938,7.560442111930801,0.017193863497065438,2.1260899461344516,0.007156298991185426,2.4362382767722366,5.833333333333333,0.5716028492785667
CUST100190,43.0,Female,Secondary,Unemployed,2016-07-01,537222.8442513791,98193.61882618647,772.2656468854697,49,5.14715838656743,0,1,7.2,8.56,11.89,2016,7,1,Friday,1.0,0,False,False,True,False,False,False,True,False,False,Medium,1.0,Q3,1,1.8159899240753412,2.268734974951334,0.16267679098445997,-0.5950411910509863,0.6571537127771184,0.18278005091726773,8.166666666666666,0.0514715838656743
CUST100191,22.0,Male,Graduate,Salaried,2015-12-03,352990.4950251373,372218.451295929,609.5940489271715,41,19.947710937190468,0,2,7.12,7.52,10.17,2015,12,3,Thursday,2.0,1,False,False,False,True,False,True,False,False,False,Medium,0.0,Q1,2,3.0420293772572284,4.466286033964962,0.04773791289169475,1.0339009160161257,0.007156298991185426,1.0544715977959191,6.833333333333333,0.1994771093719047
CUST100192,23.0,Female,Graduate,Salaried,2015-12-25,309499.85842621187,255519.49748362985,646.0784663614692,43,64.48069023855093,0,0,7.2,8.56,11.89,2015,12,25,Friday,2.0,0,False,False,True,False,False,False,False,False,True,Medium,0.0,Q2,2,4.181755293659211,8.029986938877979,0.015271677747392812,0.5608076471895758,-0.21057140044056621,0.8255884147505951,7.166666666666667,0.6448069023855093
CUST100193,57.0,Female,Graduate,Salaried,2024-03-15,1567359.0156916408,368328.6645022571,694.0927819538517,48,19.67018537151529,1,2,7.12,7.52,10.17,2024,3,15,Friday,2.0,0,False,False,False,True,True,False,False,False,False,Very High,0.0,Q3,1,3.028692341796438,4.43510827055161,0.04837885979378093,1.0205442262039908,2.0395226384385077,0.23499955071858364,8.0,0.19670185371515292
CUST100194,37.0,Female,Post-Graduate,Unemployed,2018-11-20,285248.15327539865,249495.5970356144,580.279411067359,46,51.94704418009706,1,1,4.93,3.44,11.79,2018,11,20,Tuesday,3.0,0,False,True,False,False,False,False,False,False,True,Low,0.0,Q3,2,3.9692922476393484,7.20742979016078,0.01888679558009969,0.5311617603290295,-0.34928520304053723,0.8746615680794041,7.666666666666667,0.5194704418009706
CUST100195,22.0,Male,Graduate,Unemployed,2020-04-08,250909.28216661964,115997.039310312,668.3239790601696,44,6.089262238016654,0,0,7.12,7.52,10.17,2020,4,8,Wednesday,2.0,1,False,False,False,True,False,False,False,False,True,Low,0.0,Q2,2,1.9585812784325345,2.4676430532021145,0.14105840162569125,-0.3983903101983127,-0.5730570478809458,0.46230668833240945,7.333333333333333,0.060892622380166544
CUST100196,22.0,Male,Secondary,Self-Employed,2017-03-26,1072720.9806356323,918862.8488865944,651.7757197807281,46,22.40230995504295,0,0,7.12,7.52,10.17,2017,3,26,Sunday,1.0,1,False,False,False,True,True,False,False,False,False,Very High,0.0,Q3,2,3.152834733519026,4.733107853730248,0.04273082451779554,2.2148422996807526,1.591113813244089,0.8565720867528195,7.666666666666667,0.22402309955042948
CUST100197,48.0,Male,Secondary,Self-Employed,2015-12-26,149560.70346783847,95936.6158239382,845.3866246274578,47,44.869476349053066,0,3,4.65,3.95,7.17,2015,12,26,Saturday,1.0,1,True,False,False,False,True,False,False,False,False,Low,1.0,Q3,1,3.8257998925651315,6.698468209154468,0.021800990104842217,-0.6223296432193772,-1.5510819870054984,0.6414560349040376,7.833333333333333,0.44869476349053067
CUST100198,43.0,Female,Secondary,Self-Employed,2023-05-21,119557.77057176192,366807.9325692908,657.9895601332058,48,24.944357401059328,1,1,7.2,8.56,11.89,2023,5,21,Sunday,1.0,0,False,False,True,False,True,False,False,False,False,Low,0.0,Q3,1,3.2559541447758154,4.994432640556816,0.03854402653114736,1.0152862734130024,-2.0145738633208756,3.06803924843281,8.0,0.24944357401059328
CUST100199,57.0,Female,Primary,Salaried,2015-12-13,389155.44906104106,97538.70782085966,742.5551812451465,42,20.26193449050536,0,0,4.93,3.44,11.79,2015,12,13,Sunday,0.0,0,False,True,False,False,False,True,False,False,False,Medium,1.0,Q2,2,3.056918360801812,4.501325859178089,0.04703240904286276,-0.6028981942775758,0.16417246554214962,0.2506420199336852,7.0,0.20261934490505362
CUST100200,52.0,Female,Secondary,Salaried,2018-02-21,361840.2467325775,124106.8759271944,716.3954571077475,46,40.90741793718416,0,3,7.12,7.52,10.17,2018,2,21,Wednesday,1.0,0,False,False,False,True,False,False,False,True,False,Medium,1.0,Q3,2,3.7354628503321323,6.395890707101252,0.02386212392037418,-0.3180728217941694,0.047375967529477196,0.34298803698007957,7.666666666666667,0.40907417937184154
CUST100201,53.0,Female,Secondary,Salaried,2016-07-05,315927.23942420405,55102.11060381905,557.475071748721,52,16.807364763359505,1,1,4.93,3.44,11.79,2016,7,5,Tuesday,1.0,0,False,True,False,False,False,False,False,True,False,Medium,0.0,Q4,1,2.8796121224773343,4.099678617082016,0.056156540470131966,-1.2619216621701583,-0.1760676838903433,0.17441392741014,8.666666666666666,0.16807364763359506
CUST100202,21.0,Female,Post-Graduate,Self-Employed,2025-03-13,657603.7690773479,141446.87044122815,526.094092963144,46,17.34150352604607,0,2,4.65,3.95,7.17,2025,3,13,Thursday,3.0,0,True,False,False,False,True,False,False,False,False,High,0.0,Q3,2,2.9091664441685245,4.16431309174107,0.054521157362041675,-0.16171282656512298,0.9468809503722136,0.2150943730746638,7.666666666666667,0.17341503526046068
CUST100203,39.0,Male,Graduate,Self-Employed,2022-01-29,210044.8357803448,38591.19158225464,669.7611684293036,40,20.183875997383986,0,0,7.2,8.56,11.89,2022,1,29,Saturday,2.0,1,False,False,True,False,False,False,False,False,True,Low,0.0,Q1,2,3.053240326139655,4.492646881002778,0.047205714389731646,-1.6616867737300034,-0.8951260168290662,0.18372835227718493,6.666666666666667,0.20183875997383985
CUST100204,22.0,Female,Secondary,Salaried,2022-05-25,352990.4950251373,165012.03743115143,750.5867729717563,39,6.801910871399763,0,2,7.12,7.52,10.17,2022,5,25,Wednesday,1.0,0,False,False,False,True,False,False,True,False,False,Medium,1.0,Q1,0,2.0543686872047755,2.6080473292100668,0.12817372775505537,0.02409751929748897,0.007156298991185426,0.46746878388156177,6.5,0.06801910871399763
CUST100205,43.0,Male,Graduate,Unemployed,2020-03-02,291832.8332414946,214923.99661128488,673.0331855650539,48,16.333105413027052,0,1,7.2,8.56,11.89,2020,3,2,Monday,2.0,1,False,False,True,False,True,False,False,False,False,Low,0.0,Q3,1,2.8526182805784264,4.04142368640397,0.05769306631276987,0.3467721735092086,-0.31020772574087796,0.7364627010060691,8.0,0.16333105413027052
CUST100206,46.0,Male,Secondary,Salaried,2020-04-14,212196.68859686572,45220.56648109684,656.3081443213739,46,22.29338646252875,1,3,4.65,3.95,7.17,2020,4,14,Tuesday,1.0,1,True,False,False,False,False,False,False,False,True,Low,0.0,Q3,2,3.148169477470735,4.721587282104267,0.04293064048925066,-1.484803962802252,-0.8762759700613296,0.2131068433730722,7.666666666666667,0.22293386462528753
CUST100207,52.0,Female,Graduate,Salaried,2016-02-26,349023.99402998685,71290.36587462002,627.27306776406,50,28.05213019870737,0,0,4.65,3.95,7.17,2016,2,26,Friday,2.0,0,True,False,False,False,False,False,False,False,True,Medium,0.0,Q4,1,3.3690918093085513,5.29642617230783,0.03442088387874888,-0.9674606304807462,-0.011280471438421882,0.20425634653786873,8.333333333333334,0.2805213019870737
CUST100208,26.0,Male,Graduate,Self-Employed,2015-12-02,604137.7307573642,371389.5374477323,544.0831002722877,40,30.48761513003203,1,0,4.93,3.44,11.79,2015,12,2,Wednesday,2.0,1,False,True,False,False,False,True,False,False,False,High,0.0,Q1,2,3.4495942980446372,5.521559121301884,0.031758518257745956,1.0310656434303243,0.8271225580619298,0.6147431596138646,6.666666666666667,0.3048761513003203
CUST100209,52.0,Male,Graduate,Self-Employed,2019-03-07,1292825.734098591,333221.1601415508,573.1583425928791,44,17.053765929561433,0,0,7.12,7.52,10.17,2019,3,7,Thursday,2.0,1,False,False,False,True,False,True,False,False,False,Very High,0.0,Q2,2,2.8933543017737176,4.129620555155332,0.05539010552710164,0.8936071735230295,1.8170518689628057,0.2577463855744531,7.333333333333333,0.17053765929561432
CUST100210,24.0,Female,Graduate,Self-Employed,2015-02-26,512805.2332280252,91324.47400910482,520.2149048928242,40,16.309471593943204,0,0,4.93,3.44,11.79,2015,2,26,Thursday,2.0,0,False,True,False,False,False,False,False,True,False,Medium,0.0,Q1,2,2.8512538426646032,4.038498680691032,0.057771838647570975,-0.6800223523550876,0.5884287057083524,0.1780880304871933,6.666666666666667,0.16309471593943203
CUST100211,31.0,Male,Post-Graduate,Salaried,2019-08-13,88044.66004530259,22340.734590122327,561.7562720709399,32,40.240098252487805,0,1,4.65,3.95,7.17,2019,8,13,Tuesday,3.0,1,True,False,False,False,False,False,False,True,False,Low,0.0,Q1,0,3.7194110416019783,6.343508355199653,0.024248244848438863,-2.2588773098059454,-2.6907467361994257,0.2537432091693818,5.333333333333333,0.40240098252487805
CUST100212,37.0,Female,Post-Graduate,Salaried,2023-05-23,354022.5705626649,297019.6676784544,607.919341005652,48,24.593415697518044,0,1,7.2,8.56,11.89,2023,5,23,Tuesday,3.0,0,False,False,True,False,False,False,True,False,False,Medium,0.0,Q3,1,3.242335119088399,4.959174900879988,0.039072549432976875,0.7488013426779873,0.01191120121494893,0.838985116701421,8.0,0.24593415697518042
CUST100213,58.0,Male,Graduate,Self-Employed,2025-10-25,373204.451028578,282581.827445335,845.3866246274578,44,13.077495818089307,0,2,4.93,3.44,11.79,2025,10,25,Saturday,2.0,1,False,True,False,False,False,False,True,False,False,Medium,1.0,Q2,2,2.644577481083144,3.616282043492917,0.07103536118369998,0.6863693190660357,0.09726064903568973,0.7571770022209526,7.333333333333333,0.13077495818089307
CUST100214,44.0,Male,Graduate,,2023-02-07,635219.1940222525,243448.8041470608,614.3946191363522,53,14.018688732087616,0,1,4.93,3.44,11.79,2023,2,7,Tuesday,2.0,1,False,True,False,False,False,False,True,False,False,High,0.0,Q4,3,2.709295341066114,3.744153940757193,0.06658370899341481,0.5007185496019907,0.8982739634643604,0.3832516498840753,8.833333333333334,0.14018688732087617
CUST100215,25.0,Male,Graduate,Salaried,2022-07-27,404693.8690963549,252794.70192040587,670.4500628439774,41,55.69882881799132,0,1,7.2,8.56,11.89,2022,7,27,Wednesday,2.0,1,False,False,True,False,False,False,True,False,False,Medium,0.0,Q1,2,4.037753554753024,7.463164799064223,0.01763704861012378,0.5474802004272207,0.2261448899858046,0.6246566138619144,6.833333333333333,0.5569882881799132
CUST100216,43.0,Male,Secondary,Self-Employed,2023-08-14,768236.8402886881,407027.6567510367,660.8183368941345,41,26.4298840651378,0,1,4.93,3.44,11.79,2023,8,14,Monday,1.0,1,False,True,False,False,False,False,False,False,True,High,0.0,Q1,2,3.3116330783688626,5.14100029810715,0.036456588647086445,1.1479073147719656,1.160076784704808,0.5298205389344305,6.833333333333333,0.264298840651378
CUST100217,26.0,Female,Secondary,Salaried,2024-09-07,458173.113781293,294009.41715146607,689.9239068386379,42,5.36267174611242,0,1,7.2,8.56,11.89,2024,9,7,Saturday,1.0,0,False,False,True,False,False,False,False,False,True,Medium,0.0,Q2,2,1.850448375007399,2.3157443179488575,0.15716668090114788,0.7360235031783332,0.4186960842486584,0.6416994107860511,7.0,0.0536267174611242
CUST100218,42.0,Male,Primary,Self-Employed,2021-05-21,922902.470094456,596321.3613055332,567.2148054786193,48,15.161606609638312,1,3,7.12,7.52,10.17,2021,5,21,Friday,0.0,1,False,False,False,True,False,False,False,True,False,High,0.0,Q3,1,2.7826384670644786,3.8937907763050537,0.06187503656991806,1.6418455955619773,1.4012807191484316,0.6461369219702074,8.0,0.15161606609638312
CUST100219,31.0,Female,Graduate,Self-Employed,2016-12-22,278382.8066940991,167861.27249057055,734.7354972098839,41,31.3335511998394,0,0,7.2,8.56,11.89,2016,12,22,Thursday,2.0,0,False,False,True,False,False,True,False,False,False,Low,1.0,Q1,2,3.476105427951935,5.597638001857516,0.030927626656887815,0.04484650892455282,-0.39124421582269503,0.6029872120479943,6.833333333333333,0.313335511998394
CUST100220,36.0,Male,Graduate,Salaried,2016-01-21,394986.1896568601,123583.71146250793,537.4258412037126,52,24.115200792399,1,2,7.12,7.52,10.17,2016,1,21,Thursday,2.0,1,False,False,False,True,False,True,False,False,False,Medium,0.0,Q4,1,3.22347327208938,4.910723041711781,0.039816524194488834,-0.3231030126559045,0.1877832276074907,0.3128810948298469,8.666666666666666,0.24115200792399002
CUST100221,53.0,Female,Secondary,Salaried,2017-08-07,594802.6335814486,78041.16079519312,614.1749438090715,41,22.10401296982933,0,2,7.2,8.56,11.89,2017,8,7,Monday,1.0,0,False,False,True,False,True,False,False,False,False,Medium,0.0,Q1,2,3.140006324077525,4.70149050513019,0.043282524179062,-0.8629462083715936,0.8048569387859371,0.1312051366102545,6.833333333333333,0.22104012969829331
CUST100222,29.0,Female,Post-Graduate,Self-Employed,2022-09-18,256962.01665142408,119346.8888808048,648.3275673778737,37,64.0288755869414,0,0,4.65,3.95,7.17,2022,9,18,Sunday,3.0,0,True,False,False,False,False,False,False,False,True,Low,0.0,Q1,0,4.17483141104945,8.001804520665411,0.01537778396095799,-0.3645935435511589,-0.5309350122579434,0.46445342559208697,6.166666666666667,0.6402887558694139
CUST100223,26.0,Female,Post-Graduate,Self-Employed,2024-02-13,225481.2574053177,183266.45520882012,710.8115878519798,50,53.29199632702705,1,4,4.65,3.95,7.17,2024,2,13,Tuesday,3.0,0,True,False,False,False,False,False,True,False,False,Low,1.0,Q4,1,3.994376818783522,7.30013673344733,0.01841892116061665,0.15159991165023684,-0.7649515947789247,0.812779107752563,8.333333333333334,0.5329199632702705
CUST100224,36.0,Male,Graduate,Self-Employed,2019-02-09,248298.9493683796,137954.35170350585,760.3447468440603,36,48.2071475245926,0,0,7.12,7.52,10.17,2019,2,9,Saturday,2.0,1,False,False,False,True,False,False,True,False,False,Low,1.0,Q1,0,3.896038887836981,6.94313672086274,0.020322250939260867,-0.1916987524236362,-0.5916156230608007,0.5555978068148607,6.0,0.482071475245926
CUST100225,49.0,Male,Graduate,Self-Employed,2019-09-16,231068.7651291948,176978.53260145063,711.4425216102712,48,27.00580677137753,0,1,7.12,7.52,10.17,2019,9,16,Monday,2.0,1,False,False,False,True,True,False,False,False,False,Low,1.0,Q3,1,3.3324118733660257,5.196711149503841,0.035706880653837085,0.10908498693823028,-0.7205447130906679,0.7659128333615263,8.0,0.2700580677137753
CUST100226,23.0,Male,Post-Graduate,Self-Employed,2022-11-27,495606.3059494864,442724.85259862937,763.2733085964687,51,22.559623946383415,0,2,4.65,3.95,7.17,2022,11,27,Sunday,3.0,1,True,False,False,False,False,True,False,False,False,Medium,1.0,Q4,1,3.159534397127282,4.749697247865743,0.04244549922680357,1.2556709669886472,0.537524230413004,0.8932994743689826,8.5,0.22559623946383414
CUST100227,40.0,Female,Secondary,Unemployed,2020-08-20,120465.07817320866,27814.53887485776,583.6659256394156,52,5.886373095536715,0,0,7.12,7.52,10.17,2020,8,20,Thursday,1.0,0,False,False,False,True,False,False,True,False,False,Low,0.0,Q4,1,1.9295445451994566,2.4261848848627996,0.1452143219844032,-2.0217959949799535,-1.9985027890581346,0.230892963310621,8.666666666666666,0.05886373095536715
CUST100228,56.0,Male,Graduate,Salaried,2023-04-08,142403.23340660147,93049.4214304229,745.2296384056967,42,1.1621066061526442,0,1,7.2,8.56,11.89,2023,4,8,Saturday,2.0,1,False,False,True,False,False,True,False,False,False,Low,1.0,Q2,2,0.7710830270451418,1.078010485177507,0.46251188408301835,-0.6581311390314151,-1.6504199899829826,0.6534221113135859,7.0,0.011621066061526441
CUST100229,39.0,Female,Secondary,Salaried,2022-06-12,1107535.5673941823,708196.8493299044,731.492538393064,44,16.569860917992965,0,3,7.2,8.56,11.89,2022,6,12,Sunday,1.0,0,False,False,True,False,True,False,False,False,False,Very High,1.0,Q2,2,2.866184986287935,4.070609403761673,0.05691564689484359,1.8679441601715814,1.6305204580577835,0.6394348589600197,7.333333333333333,0.16569860917992965
CUST100230,46.0,Female,Graduate,Salaried,2015-09-17,352990.4950251373,207233.90934665728,458.29799543794695,47,36.81477465970865,1,0,4.65,3.95,7.17,2015,9,17,Thursday,2.0,0,True,False,False,False,False,True,False,False,False,Medium,0.0,Q3,1,3.632699890271559,6.067517998301171,0.026444690177289152,0.30197874058835905,0.007156298991185426,0.5870807068952371,7.833333333333333,0.3681477465970865
